"DeviceType","StartDate","EndDate","EventDuration","StartPosition","EndPosition","Title","Asin","BookLength","DeliveryType","NarrationSpeed","Bookmark","AudioType","AsinOwned","ListeningMode","Store","AppVersion","LocalTimezone"
"Audible for Android","31-JAN-2018","31-JAN-2018","3497000","4496915","7993558","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","31-JAN-2018","31-JAN-2018","342000","7993604","8336052","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","31-JAN-2018","31-JAN-2018","2722000","8336056","11058034","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","31-JAN-2018","31-JAN-2018","405000","11058131","11463455","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","31-JAN-2018","31-JAN-2018","7000","11465549","11471535","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","31-JAN-2018","31-JAN-2018","3937000","11471535","15407318","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","31-JAN-2018","31-JAN-2018","1360000","15407318","16767032","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","31-JAN-2018","31-JAN-2018","1576000","16767036","18343667","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","102000","18343578","18445509","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","4510000","18445514","22955289","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","481000","22955293","23436453","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","2619000","23436453","26055571","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","8000","26055571","26063884","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","977000","26063884","27041165","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","15000","27041165","27056072","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","286000","27056072","27342374","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","92000","27342378","27434140","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","2137000","27434140","29571629","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","18000","29571629","29589373","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","7124000","29589373","36713251","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","1538000","36713256","38251206","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","79000","38251252","38330150","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","383000","38330150","38713325","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","8000","38713325","38721220","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","288000","38721220","39009426","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","01-FEB-2018","01-FEB-2018","16000","39009430","39025959","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","06-FEB-2018","06-FEB-2018","357000","39025870","39382571","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","06-FEB-2018","06-FEB-2018","690000","39381600","40071925","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","06-FEB-2018","06-FEB-2018","3685000","40072018","-1","Harry Potter e il Prigioniero di Azkaban (Harry Potter 3)","B077HVX4WM","43823670","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","06-FEB-2018","06-FEB-2018","154000","0","154222","Harry Potter e il Calice di Fuoco (Harry Potter 4)","B078JM28LZ","75303102","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
"Audible for Android","06-FEB-2018","06-FEB-2018","609000","153251","-1","Harry Potter e il Calice di Fuoco (Harry Potter 4)","B078JM28LZ","75303102","Download","1.00","0",,"true",,"Audible","2.20.1","Europe/Rome"
