Advertisers who brought audiences in which you are included

"20th Century Fox"
"American Express"
"Animal Friends"
"Armée de l'air - Ministère des Armées"
"Avalon"
"Bankinter"
"Barclays"
"Battersea Riser"
"BMIND_LOOKIERO"
"BMW"
"Bwin international"
"Camelot"
"Canal Plus"
"Casumo"
"CEWE Stiftung & Co. KGaA"
"CheBanca!"
"Codere"
"Compare The Market"
"Coyote"
"Credit Agricole"
"Crocs Europe B.V."
"DAK"
"Danone - Group"
"Deine Tür GmbH"
"Dell"
"Desigual"
"Devialet"
"Disney - Euro Disney"
"Drive Now GmbH & Co. KG"
"E.ON Energie Deutschland GmbH"
"Essity (fka SCA)"
"Euskaltel"
"Forest Holidays"
"Fortuneo"
"France Telecom - Orange"
"FRIDAY Deutsche Niederlassung der Basler Versicherungen Luxemburg A.G._DE"
"GHD"
"GoPro"
"Groupe SEB"
"Grupo La Caixa"
"HP"
"HSBC - UAE"
"Huawei - UAE"
"HUK Coburg"
"IKEA"
"Iris Global"
"iRobot Germany GmbH"
"Kimberly Clark - Consumer"
"L'OREAL SA"
"Lego GmbH"
"Linea Directa Aseguradora"
"London & South Eastern Railway Limited"
"Lowi"
"MANUTAN"
"Mapfre"
"Masmovil"
"Mattel"
"Mazda"
"Mazda Austria GmbH"
"Melvin & Hamilton"
"Micron"
"Micron Europe"
"Music Magpie"
"My Credit Monitor"
"Nationwide"
"Nestle"
"O2 ES"
"OPENBANK ES"
"Orange"
"Ospedale San Raffaele"
"Paddy Power Holdings"
"Park Group"
"Peugeot Citroen Automobiles SA - Citroen"
"Philips"
"ProSiebenSat.1 PULS 4 GmbH"
"Présentation SMG"
"Renault"
"Samsung"
"Selenta"
"Selenta ES"
"SEUR ES"
"Signor Prestito"
"SIMYO"
"Smart Energy"
"SNCF"
"Sony"
"Sony Electronics"
"Sony Electronics UK"
"Telecom Italia"
"The Procter & Gamble Co."
"Top Man"
"Total Direct Energie"
"Travelodge"
"Unilever Deutschland GmbH"
"Universal Pictures"
"UPS"
"Vitaldent ES"
"Vodafone"
"Wacom"
"Wizink"
"XSellCo Software Limited"
