Ad clicked Date,Ad Title/Id
2021/08/26 09:06:08 UTC,130706166
2021/06/10 20:49:34 UTC,114589406
2021/11/16 13:43:46 UTC,167948113
2021/10/26 07:54:49 UTC,132538576
2021/05/29 16:25:52 UTC,114589406
2021/10/01 14:00:46 UTC,159720483
2021/05/29 16:25:52 UTC,114589406
2020/01/18 09:05:54 UTC,73321366
2021/08/26 09:06:08 UTC,130706166
2021/05/29 16:25:58 UTC,114589406
2021/05/29 16:25:58 UTC,114589406
2020/01/18 09:05:55 UTC,73321366
